title                                                , year  , streamings                                                                                                                                                                                                                                                                                                              , synopsis_introduction, synopsis_content                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , just_watch_rating, rotten_tomatoes_rating, imdb_ratings, genres                                                                                                                                                        , movie_duration             , age_classification
Antes do Amanhecer(1995)                             , (1995), "['HBO Max Amazon Channel', 'Apple TV', 'Apple TV', 'Amazon Video', 'Amazon Prime Video', 'Amazon Video', 'HBO Max Amazon Channel', 'HBO Max']"                                                                                                                                                                         ,                      , "Uma noite parece pouco tempo, mas é o bastante para Céline, uma estudante francesa de férias, e Jesse, um norte-americano em viagem pela Europa, trocarem ideias, fazerem confissões, descobrirem a paixão e prenderem a atenção do espectador com os seus diálogos e envolvimento. É num comboio, entre Budapeste (Hungria) e Viena (Áustria), que os dois se encontram pela primeira vez."                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 94%(8.5k)        , 100%                  , 8.1  (365k) , "['Drama', 'Romance', 'Comédia', 'Europeu', 'Drama Romântico']"                                                                                               , 1h 41min                   , 12
Blade Runner: Perigo Iminente(1982)                  , (1982), "['Amazon Prime Video', 'Amazon Prime Video', 'Amazon Video', 'Amazon Prime Video', 'Amazon Video', 'Amazon Prime Video with Ads']"                                                                                                                                                                                     ,                      , "Uma visão do futuro marcada pelo pessimismo, sobre a cidade de Los Angeles, algures no século XXI. Apesar da proclamada filiação em Metropolis de Fritz Lang, Blade Runner é exemplar da transformação da configuração da cidade no cinema e influenciou nitidamente filmes como Batman, Batman Returns e Dick Tracy. Um filme emblemático do fim da cidade racional substituída."                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , 95%(24k)         , 89%                   , 8.1  (863k) , "['Mistério & Thriller', 'Drama', 'Ação & Aventura', 'Ficção Científica', 'Cyberpunk', 'Tech Noir']"                                                          , 1h 57min                   , 14
Heart Eyes - Terror à Primeira Vista(2025)           , (2025), "['Paramount+ Amazon Channel', 'Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Claro tv+', 'Paramount Plus', 'Amazon Video', 'Amazon Video', 'Claro video', 'Paramount+ Amazon Channel', 'Paramount Plus Premium']"                                                                                          ,                      , "Um serial killer a solta procura por casais apaixonados para matar durante o Dia dos Namorados. Esse cupido sombrio assassina casais há anos, agora indo atrás de Ally e seu namorado."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , 80%(1.2k)        , 78%                   , 6.1  (29k)  , "['Comédia', 'Romance', 'Terror', 'Comédia de Terror']"                                                                                                       , 1h 30min                   , Estados Unidos
Brick(2025)                                          , (2025), "['Netflix', 'Netflix Standard with Ads', 'Amazon Prime Video']"                                                                                                                                                                                                                                                        ,                      , "De dia para a noite, um muro preto impenetrável surge em volta do apartamento de Tim e Olivia, deixando o casal preso na própria casa. Contando com a ajuda de seus vizinhos, os moradores do prédio tentam entender como é possível e o porquê desses tijolos futuristas terem surgido, mas o caos e o pânico acabam deixando a situação ainda mais difícil."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 67%(2k)          , 46%                   , 5.5  (20k)  , "['Ficção Científica', 'Mistério & Thriller', 'Drama', 'Thriller de Mistério']"                                                                               , 1h 39min                   , 16
Next - Sem Alternativa(2007)                         , (2007), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                    ,                      , "Cris Johnson tem um segredo que o atormenta: consegue ver alguns minutos do futuro. Farto dos exames efectuados durante a infância e do interesse do governo nas suas capacidades ele vive sob um nome falso em Las Vegas, sobrevivendo de expedientes. Quando um grupo terrorista ameaça detonar uma bomba nuclear em Los Angeles, a agente federal Callie Ferris tenta capturar Cris para o convencer a ajudar a deter a ameaça."                                                                                                                                                                                                                                                                                                                                                                                                                             , 86%(2.6k)        , 28%                   , 6.2  (172k) , "['Mistério & Thriller', 'Ação & Aventura', 'Ficção Científica', 'Reality TV', 'Esporte & Fitness', 'Europeu', 'Thriller de Ação']"                           , 1h 36min                   , 14
O Fabuloso Destino de Amélie(2001)                   , (2001), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                                                            ,                      , "Após deixar a família e ir viver para Paris a fim de trabalhar, a inocente Amélie encontra uma caixa escondida em sua casa. Pensando que pertenceria ao antigo morador, decide procurá-lo e é assim que encontra Dominique. Ao ver que ele chora de alegria ao reaver o objecto, ela fica impressionada e adquire uma nova visão do mundo. Então, a partir de pequenos gestos, passa a ajudar as pessoas que a rodeiam, vendo nisto um novo sentido para sua existência."                                                                                                                                                                                                                                                                                                                                                                                       , 93%(15k)         , 90%                   , 8.3  (825k) , "['Comédia', 'Romance', 'Comédia Romântica']"                                                                                                                 , 2h 2min                    , 16
Há Dias de Azar(2006)                                , (2006), "['Amazon Prime Video', 'Runtime', 'Amazon Prime Video', 'Pluto TV', 'Amazon Prime Video', 'Runtime', 'Amazon Prime Video with Ads']"                                                                                                                                                                                   ,                      , "Um erro de identificação leva Slevin (Josh Hartnett) para o meio de uma guerra que está a ser preprada pelos dois maiores líderes da máfia nova-iorquina. Slevin vê-se assim, de repente, perseguido por um assassino profissional (Bruce Willis) e passa a estar sob intensa vigilância do detective Brikowski. Terá que encontrar uma forma genial de escapar com vida da confusão em que entrou..."                                                                                                                                                                                                                                                                                                                                                                                                                                                          , 94%(6.1k)        , 52%                   , 7.7  (334k) , "['Drama', 'Mistério & Thriller', 'Crime', 'Europeu', 'Thriller de Ação']"                                                                                    , 1h 50min                   , 16
Nefarious(2023)                                      , (2023), "['Amazon Prime Video', 'Univer Video', 'Amazon Prime Video', 'Looke', 'Amazon Prime Video', 'Looke Amazon Channel', 'Univer Video', 'Amazon Prime Video with Ads']"                                                                                                                                                    ,                      , "Um serial killer é condenado a morte, porém no dia em sua sessão com um psiquiatra ele confessa que é, na verdade, um demônio. E não só isso, ele diz que seu psiquiatra matará três pessoas antes mesmo de ser executado."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 77%(1.8k)        , 35%                   , 6.4  (36k)  , "['Terror', 'Drama', 'Mistério & Thriller', 'Suspense de Terror']"                                                                                            , 1h 38min                   , 14
Não Feche Os Olhos(2020)                             , (2020), "['Amazon Prime Video', 'Runtime', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Video', 'Amazon Video', 'Runtime', 'Amazon Prime Video with Ads']"                                                                                                                                       ,                      , "Uma jovem fugitiva com problemas em casa, decide participar de um estudo sobre o sono neste thriller psicológico. Mergulhando nas profundezas da mente, a jovem descobre o verdadeiro poder dos sonhos quando acaba em um pesadelo sem fim."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 68%(791)         , 84%                   , 6.0  (12k)  , "['Ficção Científica', 'Terror', 'Ficção Científica com Terror']"                                                                                             , 1h 45min                   , 14
Homem com H(2025)                                    , (2025), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                    ,                      , "Conheça a história do artista brasileiro nesta cinebiografia de Ney Matogrosso, focando na ascensão como uma figura polêmica e amada. Mostrando as diferentes fases da carreira de Ney, desde sua infância até seu sucesso como um dos artistas mais influentes."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , NAOAVALIADO      , NAOAVALIADO           , 7.9  (4k)   , "['Drama', 'Música & Musical', 'Drama Emocionante']"                                                                                                          , 2h 10min                   , 16
Terminal de aeroporto(2004)                          , (2004), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                    ,                      , "Um visitante do Leste Europeu, Viktor Navorski, torna-se residente no terminal do aeroporto de Nova Iorque quando uma guerra civil faz o seu país desaparecer e o torna num apátrida, sem qualquer documento válido para a Imigração dos EUA."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 95%(17k)         , 61%                   , 7.4  (502k) , "['Drama', 'Romance', 'Comédia', 'Comédia Romântica']"                                                                                                        , 2h 8min                    , 12
Robô Selvagem(2024)                                  , (2024), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Video', 'Amazon Video', 'Claro video', 'Amazon Prime Video with Ads']"                                                                                                                                  ,                      , "Em um acidente inesperado, Roz, a unidade ROZZUM 7134 — programada para eficiência, não para emoção — é arremessada em uma ilha remota e intocada pela civilização. Sem comunicação, sem energia estável e longe de sua função original, ela precisa despertar algo nunca codificado em seus circuitos: a capacidade de se adaptar."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , 96%(11k)         , 97%                   , 8.2  (195k) , "['Família', 'Ficção Científica', 'Animação', 'Animação Para Toda a Família']"                                                                                , 1h 42min                   , "Japão, Estados Unidos"
Uma História de Amor(2013)                           , (2013), "['HBO Max Amazon Channel', 'Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video', 'Claro video', 'HBO Max Amazon Channel', 'HBO Max']"                                                                                                                                              ,                      , "Num futuro não muito distante, o escritor solitário Theodore compra um novo software desenhado para o auxiliar em tudo o que for preciso, como um verdadeiro ser humano. Porém, ele começa a desenvolver uma relação romântica com o programa, numa paixão agridoce, que explora a natureza do amor e as formas como a tecnologia pode ajudar-nos, ligar-nos ou isolar-nos."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 93%(29k)         , 95%                   , 8.0  (710k) , "['Romance', 'Ficção Científica', 'Drama', 'Drama de Ficção Científica']"                                                                                     , 2h 6min                    , 14
A História de O(1975)                                , (1975), "['JustWatchTV', 'Belas Artes à La Carte', 'Amazon Prime Video', 'Claro tv+']"                                                                                                                                                                                                                                          ,                      , """O"" é uma mulher livre e independente, que é levada por seu amante René a um castelo situado em Roissy, perto de Paris, onde ela se torna uma escrava de René e outros homens. No castelo, ""O"" é marcada a ferro quente com as iniciais de seu mestre e é submetida, por sua própria vontade e consentimento, a uma variedade de práticas sexuais sadomasoquistas."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , 59%(268)         , 33%                   , 5.3  (7k)   , "['Drama', 'Europeu', 'Mistério & Thriller']"                                                                                                                 , 1h 37min                   , 18
Era Uma Vez em… Hollywood(2019)                      , (2019), "['Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Amazon Video', 'Amazon Video', 'Claro video', 'Amazon Prime Video with Ads']"                                                                                                                                  ,                      , "Em mais um filme de Quentin Tarantino, um ator, Rick (Leonardo DiCaprio), e seu dublê, Cliff (Brad Pitt), fazem de tudo para voltarem a fama em uma Hollywood que não reconhecem mais. Se passando em 1969, a busca por fama de Rick e Cliff fica mais urgente quando o casal mais famoso se muda para a casa ao lado."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , 89%(44k)         , 86%                   , 7.6  (926k) , "['Mistério & Thriller', 'Comédia', 'Drama', 'Comédia Dramática']"                                                                                            , 2h 42min                   , 16
Manas(2025)                                          , (2025), "['Telecine Amazon Channel', 'Amazon Prime Video']"                                                                                                                                                                                                                                                                     ,                      , "Vivendo na Ilha de Marajó, no Pará, Marcielle vive com sua família em um local repleto de violências. Agora mais velha, ela começa a perceber como todos estão presos em um lugar marcado por dor e sofrimento, enfrentando toda a violência para liberar sua família."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , NAOAVALIADO      , NAOAVALIADO           , 7.9         , "['Drama', 'Drama Emocionante']"                                                                                                                              , 1h 41min                   , 16
Delírio em Las Vegas(1998)                           , (1998), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                     ,                      , "1971. Raul Duke - famoso jornalista - e Gonzo - advogado latino - fazem uma viagem até Las Vegas. Lá chegados, consomem ininterruptamente - durante um fim de semana - todo o tipo de drogas. O resultado é a infração de todas as regras existentes na cidade."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , 88%(5.5k)        , 51%                   , 7.5  (313k) , "['Drama', 'Comédia', 'Ação e Comédia']"                                                                                                                      , 1h 59min                   , 18
Spotlight: Segredos Revelados(2015)                  , (2015), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                     ,                      , "Quando a tenaz equipa de repórteres denominada ""Spotlight"" investiga as alegações de abuso no seio da Igreja Católica, acaba por descobrir décadas de encobrimento aos mais altos níveis das instituições de Boston - religiosas, legais, e mesmo do governo, desencadeando uma onda de revelações por todo mundo."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 97%(15k)         , 97%                   , 8.1  (524k) , "['Drama', 'Crime', 'História', '""Exposé""']"                                                                                                                , 2h 9min                    , 12
Conta Comigo(1986)                                   , (1986), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                                                             ,                      , "Finais dos anos 50. Numa pequena cidade de Oregon, quatro adolescentes embarcam numa aventura à procura de um rapaz desaparecido. O inteligente Gordie, o duro e sentimental Chris, o extravagante Teddy e o temeroso Vern são os heróis desta delicada e amarga história."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 97%(14k)         , 92%                   , 8.1  (471k) , "['Crime', 'Drama', 'Comédia', 'Drama Emocionante']"                                                                                                          , 1h 29min                   , 12
Tudo Pela Justiça(2019)                              , (2019), "['HBO Max Amazon Channel', 'Apple TV', 'Apple TV', 'Amazon Video', 'Amazon Prime Video', 'HBO Max Amazon Channel', 'HBO Max']"                                                                                                                                                                                         ,                      , "Após concluir a licenciatura em Harvard, Bryan Stevenson recebe várias propostas de emprego. No entanto, decide ir para o Alabama defender quem foi condenado por crimes que nunca cometeu, ou nunca teve representação adequada. Um dos seus primeiros casos é o de Walter McMillian, condenado à morte em 1987 pelo assassinato de uma jovem de 18 anos, apesar das provas apontarem para a sua inocência. Nos anos seguintes, Bryan envolve-se num labirinto de racismo e manobras legais e políticas, enquanto luta por Walter e por outros na mesma situação."                                                                                                                                                                                                                                                                                             , 94%(5k)          , 85%                   , 7.6  (81k)  , "['História', 'Drama', 'Crime', 'Tribunal', 'Direitos Civis e Justiça Social', 'Cultura Negra']"                                                              , 2h 17min                   , 14
Demon Slayer: Kimetsu no Yaiba Castelo Infinito(2025), (2025), "['UCIcinemas', 'Cineflix', 'Amazon Prime Video']"                                                                                                                                                                                                                                                                      ,                      , "Como o primeiro filme da trilogia final de Demon Slayer, o filme é o começo do fim do anime, adaptando o arco do Castelo Infinito. A jornada de Tanjiro se aproxima de seu fim quando a Demon Slayer Corps vai para o Castelo Infinito derrotar Muzan."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , NAOAVALIADO      , NAOAVALIADO           , 8.7  (10k)  , "['Fantasia', 'Mistério & Thriller', 'Animação', 'Ação & Aventura', 'Anime Japonês Clássico']"                                                                , 2h 35min                   , 18
Sorri 2(2024)                                        , (2024), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                     ,                      , "No mesmo universo de Sorria, a cantora pop Skye Riley começa a ser aterrorizada pelo sorriso macabro. Prestes a embarcar em sua turnê, ela precisa confrontar o seu passado e todo o horror em seu presente para sobreviver ao sorriso persistente."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , 83%(4.9k)        , 86%                   , 6.7  (122k) , "['Mistério & Thriller', 'Terror', 'Suspense de Terror']"                                                                                                     , 2h 12min                   , 18
Código Preto(2025)                                   , (2025), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                                                             ,                      , "A agente Kathryn é a suspeita número um de roubar e trair sua nação, colocando o seu marido George como o agente em sua investigação. Os dois precisam decidir suas lealdades, para o seu país ou casamento."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , 85%(2.6k)        , 96%                   , 6.7  (66k)  , "['Drama', 'Mistério & Thriller', 'Romance']"                                                                                                                 , 1h 34min                   , 14
Shadow Force - Sentença de Morte(2025)               , (2025), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Claro tv+', 'Amazon Video', 'Amazon Video']"                                                                                                                                                                                                               ,                      , "Um casal com uma recompensa por suas cabeças precisa fugir com o filho para escapar da organização que serviram, uma unidade de operações secretas que foi enviada para matá-los."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , 55%(183)         , 31%                   , 4.7  (3k)   , "['Drama', 'Mistério & Thriller', 'Ação & Aventura', 'Thriller de Ação']"                                                                                     , 1h 43min                   , 16
Blow Out - Explosão(1981)                            , (1981), "['Amazon Prime Video', 'Amazon Prime Video', 'MUBI Amazon Channel', 'Amazon Prime Video', 'MUBI', 'Amazon Prime Video with Ads']"                                                                                                                                                                                      ,                      , "Jack Terry é um talentoso técnico de som que ganha a vida gravando sons únicos para filmes de terror. Mas quando acidentalmente grava um acidente de automóvel que mata um candidato presidencial e fere a sua jovem amante, Sally, Jack é empurrado para um mistério bem mais terrível que qualquer um dos seus filmes! Jack e Sally têm de lutar para se manter vivos quando desmascaram uma explosiva conspiração política que afectará até os mais altos níveis do governo."                                                                                                                                                                                                                                                                                                                                                                                , 89%(2.2k)        , 88%                   , 7.4  (71k)  , "['Mistério & Thriller', 'Crime', 'Drama', 'Thriller de Mistério']"                                                                                           , 1h 48min                   , 18
O Desfiladeiro(2025)                                 , (2025), "['Apple TV+', 'Apple TV+', 'Apple TV Plus Amazon Channel', 'Apple TV+']"                                                                                                                                                                                                                                               ,                      , "Drasa aceita uma missão no meio do nada para ficar em uma torre confinada de guarda, defendendo um desfiladeiro nebuloso que tem uma criatura perigosa. Porém, ela começa a se aproximar de Levi, o outro agente responsável por ficar de guarda na torre do outro lado do desfiladeiro."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 89%(8.4k)        , 62%                   , 6.7  (143k) , "['Romance', 'Ficção Científica', 'Mistério & Thriller', 'Ação & Aventura', 'Terror', 'Ação e Aventura']"                                                     , 2h 7min                    , 14
Yesterday(2019)                                      , (2019), "['Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Netflix', 'Netflix Standard with Ads', 'Amazon Video', 'Amazon Video', 'Claro video']"                                                                                                                                                                     ,                      , "E se o mundo, de um dia para o outro, esquecesse totalmente a existência dos Beatles e das suas canções? É esta a premissa de ""Yesterday"", em que um jovem cantor/compositor falhado se torna, após um estranho acontecimento, a única pessoa a lembrar-se do catálogo dos quatro de Liverpool. Começa, então, a cantá-las como se tivessem sido escritas por ele, o que lhe traz finalmente o sucesso. Mas a que custo?"                                                                                                                                                                                                                                                                                                                                                                                                                                     , 90%(13k)         , 63%                   , 6.8  (179k) , "['Música & Musical', 'Romance', 'Comédia', 'Fantasia', '""Chick Flicks""']"                                                                                  , 1h 56min                   , 12
Só Te Quero a Ti(2025)                               , (2025), "['Netflix', 'Netflix Standard with Ads', 'Amazon Prime Video']"                                                                                                                                                                                                                                                        ,                      , "Lilli desconfia do novo noivo da irmã, mas um desconhecido atraente leva-a a descartar as suspeitas e a entregar-se aos caprichos do desejo."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , NAOAVALIADO      , NAOAVALIADO           , 4.8  (3k)   , "['Romance', 'Mistério & Thriller', 'Suspense Romântico']"                                                                                                    , 1h 43min                   , 16
Missão: Impossível - Fallout(2018)                   , (2018), "['Disney Plus', 'Paramount+ Amazon Channel', 'Disney Plus', 'Apple TV', 'Amazon Prime Video', 'Apple TV', 'Netflix', 'Netflix Standard with Ads', 'Paramount Plus', 'Amazon Video', 'Amazon Video', 'Paramount+ Amazon Channel', 'Telecine Amazon Channel', 'Paramount Plus Premium']"                                 ,                      , "Ethan Hunt e a sua equipa IMF encontram-se com alguns conhecidos aliados numa corrida contra o tempo, depois de uma missão mal sucedida."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 95%(19k)         , 98%                   , 7.7  (408k) , "['Ação & Aventura', 'Mistério & Thriller', 'Europeu', 'Espionagem', 'Thriller de Ação']"                                                                     , 2h 27min                   , 14
Pulp Fiction: Tempo de Violência(1994)               , (1994), "['Paramount+ Amazon Channel', 'Apple TV', 'Apple TV', 'Apple TV', 'Amazon Prime Video', 'Paramount Plus', 'Amazon Video', 'Amazon Video', 'Paramount+ Amazon Channel', 'Paramount Plus Premium']"                                                                                                                      ,                      , "Pulp Fiction retrata três histórias interligadas que seguem as desventuras de dois assassinos baratos, da insinuante mulher do seu patrão e de um desesperado boxeur em fuga."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 96%(58k)         , 92%                   , 8.8  (2m)   , "['Comédia', 'Drama', 'Mistério & Thriller', 'Crime', 'Crime Organizado', 'Crime Sombrio']"                                                                   , 2h 34min                   , 18
Um Dia Ainda Mais Doido(2025)                        , (2025), "['UCIcinemas', 'Cinesystem Cinemas', 'Amazon Prime Video', 'Cineflix']"                                                                                                                                                                                                                                                ,                      , "Continuando o sucesso de 2003 com Lindsay Lohan e Jamie Lee Curtis, Anna e Tess enfrentam novos problemas de identidade. Agora que Anna tem sua própria filha e se prepara para ser madrasta, ela tenta unir as duas famílias, mas acaba trocando de lugar novamente, ganhando uma nova perspectiva."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 87%(306)         , 73%                   , 6.9  (14k)  , "['Família', 'Comédia', 'Fantasia', 'Fantasia Moderna']"                                                                                                      , 1h 51min                   , 10
